,query_table,groundtruth_set,result_set,intersection
62,complaint_by_practice_a.csv,"{'complaint_by_practice_5', 'complaint_by_practice_7', 'complaint_by_practice_0', 'complaint_by_practice_4', 'complaint_by_practice_1', 'complaint_by_practice_6', 'complaint_by_practice_b', 'complaint_by_practice_a', 'complaint_by_practice_3', 'complaint_by_practice_8', 'complaint_by_practice_10', 'complaint_by_practice_9', 'complaint_by_practice_2'}","['complaint_by_practice_a', 'complaint_by_practice_9']","{'complaint_by_practice_9', 'complaint_by_practice_a'}"
63,complaint_by_practice_b.csv,"{'complaint_by_practice_5', 'complaint_by_practice_7', 'complaint_by_practice_0', 'complaint_by_practice_4', 'complaint_by_practice_1', 'complaint_by_practice_6', 'complaint_by_practice_b', 'complaint_by_practice_a', 'complaint_by_practice_3', 'complaint_by_practice_8', 'complaint_by_practice_10', 'complaint_by_practice_9', 'complaint_by_practice_2'}","['complaint_by_practice_b', 'complaint_by_practice_1']","{'complaint_by_practice_1', 'complaint_by_practice_b'}"
64,contributors_parties_a.csv,"{'contributors_parties_18', 'contributors_parties_4', 'contributors_parties_16', 'contributors_parties_15', 'contributors_parties_2', 'contributors_parties_13', 'contributors_parties_6', 'contributors_parties_8', 'contributors_parties_5', 'contributors_parties_14', 'contributors_parties_b', 'contributors_parties_1', 'contributors_parties_3', 'contributors_parties_17', 'contributors_parties_10', 'contributors_parties_11', 'contributors_parties_9', 'contributors_parties_a', 'contributors_parties_7', 'contributors_parties_12', 'contributors_parties_0'}","['contributors_parties_a', 'contributors_parties_8']","{'contributors_parties_8', 'contributors_parties_a'}"
65,contributors_parties_b.csv,"{'contributors_parties_18', 'contributors_parties_4', 'contributors_parties_16', 'contributors_parties_15', 'contributors_parties_2', 'contributors_parties_13', 'contributors_parties_6', 'contributors_parties_8', 'contributors_parties_5', 'contributors_parties_14', 'contributors_parties_b', 'contributors_parties_1', 'contributors_parties_3', 'contributors_parties_17', 'contributors_parties_10', 'contributors_parties_11', 'contributors_parties_9', 'contributors_parties_a', 'contributors_parties_7', 'contributors_parties_12', 'contributors_parties_0'}","['contributors_parties_b', 'contributors_parties_16']","{'contributors_parties_16', 'contributors_parties_b'}"
66,data_mill_a.csv,"{'data_mill_b', 'data_mill_1', 'data_mill_0', 'data_mill_a', 'data_mill_6', 'data_mill_9', 'data_mill_7', 'data_mill_3', 'data_mill_2', 'data_mill_11', 'data_mill_10', 'data_mill_4', 'data_mill_5', 'data_mill_8'}","['data_mill_a', 'data_mill_9']","{'data_mill_9', 'data_mill_a'}"
67,data_mill_b.csv,"{'data_mill_b', 'data_mill_1', 'data_mill_0', 'data_mill_a', 'data_mill_6', 'data_mill_9', 'data_mill_7', 'data_mill_3', 'data_mill_2', 'data_mill_11', 'data_mill_10', 'data_mill_4', 'data_mill_5', 'data_mill_8'}","['data_mill_b', 'data_mill_8']","{'data_mill_b', 'data_mill_8'}"
68,deaths_2012_2018_a.csv,"{'deaths_2012_2018_0', 'deaths_2012_2018_9', 'deaths_2012_2018_8', 'deaths_2012_2018_5', 'deaths_2012_2018_4', 'deaths_2012_2018_2', 'deaths_2012_2018_3', 'deaths_2012_2018_1', 'deaths_2012_2018_a', 'deaths_2012_2018_7', 'deaths_2012_2018_6'}","['deaths_2012_2018_a', 'deaths_2012_2018_3']","{'deaths_2012_2018_a', 'deaths_2012_2018_3'}"
69,film_locations_in_san_francisco_a.csv,"{'film_locations_in_san_francisco_0', 'film_locations_in_san_francisco_4', 'film_locations_in_san_francisco_8', 'film_locations_in_san_francisco_3', 'film_locations_in_san_francisco_11', 'film_locations_in_san_francisco_6', 'film_locations_in_san_francisco_a', 'film_locations_in_san_francisco_7', 'film_locations_in_san_francisco_10', 'film_locations_in_san_francisco_2', 'film_locations_in_san_francisco_5', 'film_locations_in_san_francisco_9', 'film_locations_in_san_francisco_1'}","['film_locations_in_san_francisco_a', 'film_locations_in_san_francisco_3']","{'film_locations_in_san_francisco_3', 'film_locations_in_san_francisco_a'}"
70,immigration_records_a.csv,"{'immigration_records_12', 'immigration_records_6', 'immigration_records_13', 'immigration_records_2', 'immigration_records_10', 'immigration_records_5', 'immigration_records_8', 'immigration_records_4', 'immigration_records_14', 'immigration_records_3', 'immigration_records_7', 'immigration_records_1', 'immigration_records_a', 'immigration_records_9', 'immigration_records_0', 'immigration_records_11'}","['immigration_records_a', 'immigration_records_14']","{'immigration_records_14', 'immigration_records_a'}"
71,ipopayments_a.csv,"{'ipopayments_4', 'ipopayments_b', 'ipopayments_5', 'ipopayments_1', 'ipopayments_a', 'ipopayments_7', 'ipopayments_2', 'ipopayments_6', 'ipopayments_11', 'ipopayments_12', 'ipopayments_9', 'ipopayments_3', 'ipopayments_10', 'ipopayments_8', 'ipopayments_0'}","['ipopayments_a', 'ipopayments_5']","{'ipopayments_5', 'ipopayments_a'}"
72,ipopayments_b.csv,"{'ipopayments_4', 'ipopayments_b', 'ipopayments_5', 'ipopayments_1', 'ipopayments_a', 'ipopayments_7', 'ipopayments_2', 'ipopayments_6', 'ipopayments_11', 'ipopayments_12', 'ipopayments_9', 'ipopayments_3', 'ipopayments_10', 'ipopayments_8', 'ipopayments_0'}","['ipopayments_b', 'ipopayments_1']","{'ipopayments_b', 'ipopayments_1'}"
73,job_pay_scales_a.csv,"{'job_pay_scales_2', 'job_pay_scales_1', 'job_pay_scales_8', 'job_pay_scales_13', 'job_pay_scales_4', 'job_pay_scales_9', 'job_pay_scales_11', 'job_pay_scales_12', 'job_pay_scales_10', 'job_pay_scales_6', 'job_pay_scales_3', 'job_pay_scales_a', 'job_pay_scales_7', 'job_pay_scales_0', 'job_pay_scales_5'}","['job_pay_scales_a', 'job_pay_scales_1']","{'job_pay_scales_1', 'job_pay_scales_a'}"
74,lane_description_a.csv,"{'lane_description_11', 'lane_description_b', 'lane_description_3', 'lane_description_4', 'lane_description_9', 'lane_description_7', 'lane_description_6', 'lane_description_a', 'lane_description_10', 'lane_description_13', 'lane_description_8', 'lane_description_0', 'lane_description_12', 'lane_description_5', 'lane_description_1', 'lane_description_2'}","['lane_description_a', 'lane_description_11']","{'lane_description_11', 'lane_description_a'}"
75,lane_description_b.csv,"{'lane_description_11', 'lane_description_b', 'lane_description_3', 'lane_description_4', 'lane_description_9', 'lane_description_7', 'lane_description_6', 'lane_description_a', 'lane_description_10', 'lane_description_13', 'lane_description_8', 'lane_description_0', 'lane_description_12', 'lane_description_5', 'lane_description_1', 'lane_description_2'}","['lane_description_b', 'lane_description_10']","{'lane_description_b', 'lane_description_10'}"
76,mines_a.csv,"{'mines_10', 'mines_1', 'mines_11', 'mines_8', 'mines_0', 'mines_5', 'mines_6', 'mines_a', 'mines_9', 'mines_3', 'mines_4', 'mines_7', 'mines_2', 'mines_b'}","['mines_a', 'mines_4']","{'mines_a', 'mines_4'}"
77,mines_b.csv,"{'mines_10', 'mines_1', 'mines_11', 'mines_8', 'mines_0', 'mines_5', 'mines_6', 'mines_a', 'mines_9', 'mines_3', 'mines_4', 'mines_7', 'mines_2', 'mines_b'}","['mines_b', 'mines_9']","{'mines_b', 'mines_9'}"
78,minister_meetings_a.csv,"{'minister_meetings_2', 'minister_meetings_0', 'minister_meetings_4', 'minister_meetings_5', 'minister_meetings_3', 'minister_meetings_7', 'minister_meetings_1', 'minister_meetings_a', 'minister_meetings_6', 'minister_meetings_8', 'minister_meetings_9'}","['minister_meetings_a', 'minister_meetings_9']","{'minister_meetings_a', 'minister_meetings_9'}"
79,monthly_data_feed_a.csv,"{'monthly_data_feed_3', 'monthly_data_feed_7', 'monthly_data_feed_0', 'monthly_data_feed_4', 'monthly_data_feed_8', 'monthly_data_feed_9', 'monthly_data_feed_1', 'monthly_data_feed_10', 'monthly_data_feed_2', 'monthly_data_feed_5', 'monthly_data_feed_b', 'monthly_data_feed_a', 'monthly_data_feed_6'}","['monthly_data_feed_a', 'monthly_data_feed_4']","{'monthly_data_feed_4', 'monthly_data_feed_a'}"
80,monthly_data_feed_b.csv,"{'monthly_data_feed_3', 'monthly_data_feed_7', 'monthly_data_feed_0', 'monthly_data_feed_4', 'monthly_data_feed_8', 'monthly_data_feed_9', 'monthly_data_feed_1', 'monthly_data_feed_10', 'monthly_data_feed_2', 'monthly_data_feed_5', 'monthly_data_feed_b', 'monthly_data_feed_a', 'monthly_data_feed_6'}","['monthly_data_feed_b', 'monthly_data_feed_3']","{'monthly_data_feed_3', 'monthly_data_feed_b'}"
81,new_york_city_restaurant_inspection_results_a.csv,"{'new_york_city_restaurant_inspection_results_21', 'new_york_city_restaurant_inspection_results_1', 'new_york_city_restaurant_inspection_results_3', 'new_york_city_restaurant_inspection_results_a', 'new_york_city_restaurant_inspection_results_2', 'new_york_city_restaurant_inspection_results_13', 'new_york_city_restaurant_inspection_results_8', 'new_york_city_restaurant_inspection_results_17', 'new_york_city_restaurant_inspection_results_14', 'new_york_city_restaurant_inspection_results_24', 'new_york_city_restaurant_inspection_results_6', 'new_york_city_restaurant_inspection_results_11', 'new_york_city_restaurant_inspection_results_7', 'new_york_city_restaurant_inspection_results_4', 'new_york_city_restaurant_inspection_results_15', 'new_york_city_restaurant_inspection_results_22', 'new_york_city_restaurant_inspection_results_0', 'new_york_city_restaurant_inspection_results_12', 'new_york_city_restaurant_inspection_results_28', 'new_york_city_restaurant_inspection_results_27', 'new_york_city_restaurant_inspection_results_18', 'new_york_city_restaurant_inspection_results_9', 'new_york_city_restaurant_inspection_results_19', 'new_york_city_restaurant_inspection_results_10', 'new_york_city_restaurant_inspection_results_25', 'new_york_city_restaurant_inspection_results_23', 'new_york_city_restaurant_inspection_results_29', 'new_york_city_restaurant_inspection_results_5', 'new_york_city_restaurant_inspection_results_26', 'new_york_city_restaurant_inspection_results_20', 'new_york_city_restaurant_inspection_results_16'}","['new_york_city_restaurant_inspection_results_a', 'new_york_city_restaurant_inspection_results_9']","{'new_york_city_restaurant_inspection_results_a', 'new_york_city_restaurant_inspection_results_9'}"
82,oil_and_gas_summary_production_data_1967_1999_a.csv,"{'oil_and_gas_summary_production_data_1967_1999_3', 'oil_and_gas_summary_production_data_1967_1999_7', 'oil_and_gas_summary_production_data_1967_1999_8', 'oil_and_gas_summary_production_data_1967_1999_a', 'oil_and_gas_summary_production_data_1967_1999_4', 'oil_and_gas_summary_production_data_1967_1999_6', 'oil_and_gas_summary_production_data_1967_1999_5', 'oil_and_gas_summary_production_data_1967_1999_0', 'oil_and_gas_summary_production_data_1967_1999_9', 'oil_and_gas_summary_production_data_1967_1999_1', 'oil_and_gas_summary_production_data_1967_1999_2'}","['oil_and_gas_summary_production_data_1967_1999_a', 'oil_and_gas_summary_production_data_1967_1999_8']","{'oil_and_gas_summary_production_data_1967_1999_8', 'oil_and_gas_summary_production_data_1967_1999_a'}"
83,practice_reference_a.csv,"{'practice_reference_7', 'practice_reference_5', 'practice_reference_4', 'practice_reference_1', 'practice_reference_3', 'practice_reference_12', 'practice_reference_2', 'practice_reference_a', 'practice_reference_6', 'practice_reference_8', 'practice_reference_9', 'practice_reference_11', 'practice_reference_b', 'practice_reference_0', 'practice_reference_10'}","['practice_reference_a', 'practice_reference_9']","{'practice_reference_a', 'practice_reference_9'}"
84,practice_reference_b.csv,"{'practice_reference_7', 'practice_reference_5', 'practice_reference_4', 'practice_reference_1', 'practice_reference_3', 'practice_reference_12', 'practice_reference_2', 'practice_reference_a', 'practice_reference_6', 'practice_reference_8', 'practice_reference_9', 'practice_reference_11', 'practice_reference_b', 'practice_reference_0', 'practice_reference_10'}","['practice_reference_b', 'practice_reference_a']","{'practice_reference_a', 'practice_reference_b'}"
85,prescribing_a.csv,"{'prescribing_0', 'prescribing_7', 'prescribing_10', 'prescribing_1', 'prescribing_9', 'prescribing_8', 'prescribing_12', 'prescribing_5', 'prescribing_b', 'prescribing_4', 'prescribing_2', 'prescribing_6', 'prescribing_11', 'prescribing_3', 'prescribing_a'}","['prescribing_a', 'prescribing_12']","{'prescribing_12', 'prescribing_a'}"
86,prescribing_b.csv,"{'prescribing_0', 'prescribing_7', 'prescribing_10', 'prescribing_1', 'prescribing_9', 'prescribing_8', 'prescribing_12', 'prescribing_5', 'prescribing_b', 'prescribing_4', 'prescribing_2', 'prescribing_6', 'prescribing_11', 'prescribing_3', 'prescribing_a'}","['prescribing_b', 'prescribing_0']","{'prescribing_b', 'prescribing_0'}"
87,psyckes_antipsychotic_polypharmacy_quality_indicators_beginning_2012_a.csv,"{'psyckes_antipsychotic_polypharmacy_quality_indicators_beginning_2012_8', 'psyckes_antipsychotic_polypharmacy_quality_indicators_beginning_2012_5', 'psyckes_antipsychotic_polypharmacy_quality_indicators_beginning_2012_4', 'psyckes_antipsychotic_polypharmacy_quality_indicators_beginning_2012_0', 'psyckes_antipsychotic_polypharmacy_quality_indicators_beginning_2012_6', 'psyckes_antipsychotic_polypharmacy_quality_indicators_beginning_2012_2', 'psyckes_antipsychotic_polypharmacy_quality_indicators_beginning_2012_a', 'psyckes_antipsychotic_polypharmacy_quality_indicators_beginning_2012_9', 'psyckes_antipsychotic_polypharmacy_quality_indicators_beginning_2012_7', 'psyckes_antipsychotic_polypharmacy_quality_indicators_beginning_2012_3', 'psyckes_antipsychotic_polypharmacy_quality_indicators_beginning_2012_1'}","['psyckes_antipsychotic_polypharmacy_quality_indicators_beginning_2012_a', 'psyckes_antipsychotic_polypharmacy_quality_indicators_beginning_2012_5']","{'psyckes_antipsychotic_polypharmacy_quality_indicators_beginning_2012_5', 'psyckes_antipsychotic_polypharmacy_quality_indicators_beginning_2012_a'}"
88,purchasing_card_a.csv,"{'purchasing_card_11', 'purchasing_card_0', 'purchasing_card_6', 'purchasing_card_8', 'purchasing_card_3', 'purchasing_card_1', 'purchasing_card_7', 'purchasing_card_2', 'purchasing_card_a', 'purchasing_card_4', 'purchasing_card_10', 'purchasing_card_5', 'purchasing_card_9'}","['purchasing_card_a', 'purchasing_card_2']","{'purchasing_card_a', 'purchasing_card_2'}"
89,report_card_discipline_for_2015_16_a.csv,"{'report_card_discipline_for_2015_16_a', 'report_card_discipline_for_2015_16_8', 'report_card_discipline_for_2015_16_4', 'report_card_discipline_for_2015_16_7', 'report_card_discipline_for_2015_16_9', 'report_card_discipline_for_2015_16_2', 'report_card_discipline_for_2015_16_1', 'report_card_discipline_for_2015_16_6', 'report_card_discipline_for_2015_16_3', 'report_card_discipline_for_2015_16_5', 'report_card_discipline_for_2015_16_0'}","['report_card_discipline_for_2015_16_a', 'report_card_discipline_for_2015_16_4']","{'report_card_discipline_for_2015_16_a', 'report_card_discipline_for_2015_16_4'}"
90,senior_officials_expenses_a.csv,"{'senior_officials_expenses_4', 'senior_officials_expenses_8', 'senior_officials_expenses_2', 'senior_officials_expenses_5', 'senior_officials_expenses_7', 'senior_officials_expenses_0', 'senior_officials_expenses_9', 'senior_officials_expenses_1', 'senior_officials_expenses_6', 'senior_officials_expenses_3', 'senior_officials_expenses_a'}","['senior_officials_expenses_a', 'senior_officials_expenses_4']","{'senior_officials_expenses_a', 'senior_officials_expenses_4'}"
91,stockport_contracts_a.csv,"{'stockport_contracts_7', 'stockport_contracts_2', 'stockport_contracts_5', 'stockport_contracts_10', 'stockport_contracts_11', 'stockport_contracts_6', 'stockport_contracts_0', 'stockport_contracts_8', 'stockport_contracts_1', 'stockport_contracts_9', 'stockport_contracts_b', 'stockport_contracts_4', 'stockport_contracts_3', 'stockport_contracts_a'}","['stockport_contracts_a', 'stockport_contracts_5']","{'stockport_contracts_5', 'stockport_contracts_a'}"
92,stockport_contracts_b.csv,"{'stockport_contracts_7', 'stockport_contracts_2', 'stockport_contracts_5', 'stockport_contracts_10', 'stockport_contracts_11', 'stockport_contracts_6', 'stockport_contracts_0', 'stockport_contracts_8', 'stockport_contracts_1', 'stockport_contracts_9', 'stockport_contracts_b', 'stockport_contracts_4', 'stockport_contracts_3', 'stockport_contracts_a'}","['stockport_contracts_b', 'stockport_contracts_1']","{'stockport_contracts_1', 'stockport_contracts_b'}"
93,time_spent_watching_vcr_movies_a.csv,"{'time_spent_watching_vcr_movies_6', 'time_spent_watching_vcr_movies_0', 'time_spent_watching_vcr_movies_1', 'time_spent_watching_vcr_movies_a', 'time_spent_watching_vcr_movies_8', 'time_spent_watching_vcr_movies_7', 'time_spent_watching_vcr_movies_2', 'time_spent_watching_vcr_movies_5', 'time_spent_watching_vcr_movies_4', 'time_spent_watching_vcr_movies_9', 'time_spent_watching_vcr_movies_3'}","['time_spent_watching_vcr_movies_a', 'time_spent_watching_vcr_movies_5']","{'time_spent_watching_vcr_movies_a', 'time_spent_watching_vcr_movies_5'}"
